filename,cluster_label
../Dataset\ISIC_Melanoma_Data\malignant\1217.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1219.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1222.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\1223.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1224.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1225.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1226.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1230.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1231.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1232.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1233.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\1235.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1236.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\1237.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1239.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1240.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1241.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1243.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1244.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1245.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1246.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1247.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1248.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1249.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1250.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\1252.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1253.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1255.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1257.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1258.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1259.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1260.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1261.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1263.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1264.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1265.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\1269.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\1270.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1271.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1272.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1273.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1274.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1275.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1276.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1277.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1278.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1279.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1281.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1282.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1283.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\1284.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1285.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1287.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\1288.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1290.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1291.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\1293.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\1294.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1296.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1298.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1299.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1301.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1302.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1303.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1304.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1305.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1306.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1307.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1308.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1309.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1311.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1312.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1313.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\1314.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1315.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1316.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1317.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1318.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1319.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1321.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\1323.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1324.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1325.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1326.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\1327.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1328.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1329.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1331.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1332.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1334.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1335.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1337.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1338.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1340.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1341.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1343.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1344.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1345.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1346.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1348.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\1349.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1350.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1351.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1352.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1353.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1356.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1357.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\1360.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1361.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1362.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1363.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\1365.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1367.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1368.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1369.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1371.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1372.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1373.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1375.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1376.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1377.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1381.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\1384.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\1385.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1386.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1387.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1388.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1389.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1390.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1391.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1392.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1393.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1394.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1396.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1397.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1398.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1399.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1400.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1403.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1404.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1405.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1406.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1407.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1408.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1409.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1410.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1411.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1412.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\1413.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1414.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1415.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1416.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1418.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1419.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1420.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1421.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1423.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1424.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1426.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1428.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\1429.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1431.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1432.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1433.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1434.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1435.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1437.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1439.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1440.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1441.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\1442.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1444.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\1445.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\1446.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1448.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1449.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1450.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\1452.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1453.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1454.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1455.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1456.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1457.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1458.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1459.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\1460.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1462.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1463.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1465.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1466.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1467.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\1468.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1469.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1470.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1471.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1472.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1473.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1474.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1475.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1476.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1477.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1478.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1479.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1480.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1481.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1482.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1483.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1485.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1486.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1487.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1488.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1490.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1491.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1492.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1493.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1494.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\1496.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1497.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\1498.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\1500.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\296.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\297.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\298.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\299.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\300.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\301.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\302.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\304.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\305.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\306.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\308.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\309.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\311.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\312.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\313.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\314.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\315.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\316.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\319.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\320.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\321.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\323.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\324.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\325.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\326.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\327.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\328.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\329.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\330.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\331.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\332.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\333.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\334.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\335.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\336.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\337.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\339.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\340.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\341.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\344.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\345.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\346.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\347.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\349.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\350.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\351.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\352.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\353.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\354.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\357.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\358.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\359.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\361.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\362.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\363.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\365.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\366.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\367.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\368.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\369.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\370.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\371.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\372.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\373.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\374.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\376.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\377.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\378.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\379.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\380.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\383.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\385.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\386.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\387.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\388.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\391.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\392.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\393.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\395.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\396.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\397.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\398.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\400.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\401.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\403.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\404.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\406.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\408.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\410.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\411.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\412.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\413.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\414.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\415.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\416.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\417.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\418.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\420.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\422.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\423.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\425.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\427.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\429.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\431.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\432.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\433.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\434.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\435.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\438.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\439.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\440.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\441.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\442.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\443.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\444.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\446.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\447.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\448.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\449.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\451.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\452.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\453.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\454.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\455.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\456.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\457.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\458.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\460.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\461.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\462.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\464.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\465.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\466.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\467.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\468.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\469.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\470.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\471.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\472.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\473.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\475.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\476.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\477.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\478.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\480.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\481.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\482.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\484.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\485.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\486.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\487.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\488.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\489.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\490.jpg,1
../Dataset\ISIC_Melanoma_Data\malignant\491.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\492.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\493.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\494.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\495.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\496.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\497.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\498.jpg,5
../Dataset\ISIC_Melanoma_Data\malignant\499.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\500.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\502.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\503.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\505.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\506.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\509.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\510.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\512.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\513.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\514.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\515.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\516.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\517.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\518.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\520.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\521.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\522.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\523.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\524.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\525.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\526.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\527.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\529.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\530.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\531.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\532.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\533.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\534.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\535.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\537.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\538.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\539.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\540.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\541.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\542.jpg,3
../Dataset\ISIC_Melanoma_Data\malignant\543.jpg,4
../Dataset\ISIC_Melanoma_Data\malignant\544.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\545.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\547.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\548.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\549.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\550.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\551.jpg,0
../Dataset\ISIC_Melanoma_Data\malignant\552.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\553.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\555.jpg,2
../Dataset\ISIC_Melanoma_Data\malignant\557.jpg,2
